title,price,sellercontact,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Daihatsu Tanto 2014,PKR 20 lacs,,islamabad," H-13, Islamabad Islamabad","['https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878190.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878196.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878191.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878203.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878192.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878194.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878195.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878222.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878218.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878214.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878213.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878212.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878211.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878209.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878207.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/daihatsu-tanto-2014-101878201.webp']","2014
","178,312 km",Petrol,Automatic,Islamabad,White,Imported,660 cc,N/A,"Jun 08, 2024",8735227,['not listed'],"
  - PakWheels inspected car- Inspection report attached- Number plates available- 2nd Owner- Token Tax Paid- Manufacture 2014- Registered 2018- Documents available- 1 keys available- Army Used Car- Well Maintained- Home Used Car
    
"
Toyota Corolla Altis Cruisetronic 1.6 2013,PKR 26.5 lacs,,islamabad, Islamabad Islamabad,"['https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-1-6-cruisetronic-2013-102884615.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-1-6-cruisetronic-2013-102884616.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-1-6-cruisetronic-2013-102884617.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-corolla-1-6-cruisetronic-2013-102884613.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-1-6-cruisetronic-2013-102884614.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","79,000 km",Petrol,Automatic,Islamabad,Super white ,Local,1600 cc,Sedan,"Jun 08, 2024",8815923,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cassette Player', ' Cruise Control', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Toyota Corolla Sr1.6 Altis fully loadedUrgent saleFirst ownershipIslamabad registeredTotal genuine paintVery hard to find this car in this condition & colourGenuine tv & back view cameraCruise controlSunroofLeather seatsFull house editionExtraordinary & outclass conditionAbsolutely no work requiredGood looking carDrive like a brand new carOriginal Smart card & number platesLow mileage as compared to the model Sorry for dealer's hazrat Lightweight allow rims . 100% original . Totally driven on petrol. As good as a brand new car. Brand new tires installed. Never been into any accident. Original book of this car is also available. Will be sold to nearest offer. Engine is good condition . All token taxes are paid to date. Looking to sell the car urgently.
    
"
Suzuki Wagon R Stingray J Style 2013,PKR 24.8 lacs,,islamabad," B-17, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884448.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884454.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884460.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884461.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884455.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884463.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884457.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884456.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884465.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-j-style-2013-102884467.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","85,000 km",Petrol,Automatic,Islamabad,Silver,Imported,660 cc,Hatchback,"Jun 08, 2024",8815917,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  fsmily used genuine car in good condition. 13\16
    
"
Suzuki Alto VXR 2023,PKR 26.4 lacs,,islamabad," B-17, Islamabad Islamabad","['https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075814.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075806.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075808.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075810.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075812.webp', 'https://cache4.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075807.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075804.webp', 'https://cache2.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075805.webp', 'https://cache2.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075816.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075818.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075815.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075817.webp', 'https://cache4.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075823.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075820.webp', 'https://cache4.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075824.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075819.webp', 'https://cache2.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075822.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075821.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/suzuki-alto-vxr-2-2023-101075826.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2023
","10,500 km",Petrol,Manual,Islamabad,Solid White,Local,660 cc,Hatchback,"Jun 08, 2024",8682830,"[' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering']","
  Manufactured Dec 2022Registered Jan 2023First Ownersingle hand drivenscratchlessJust like Zero Meter Showroom conditionSmart card in my own nameTwo keys available Authorized Dealership maintainedonly whatsapp msgZero Three Two One Five Two Three Four Eight Seven Four
    
"
Suzuki Cultus VXR 2007,PKR 10 lacs,,islamabad," G- 8, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884029.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884043.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884055.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884031.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884050.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884028.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884030.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884026.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884027.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884056.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxr-2007-102884051.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","50,000 km",Petrol,Manual,Islamabad,White,Local,1000 cc,Hatchback,"Jun 08, 2024",8815898,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player', ' Power Locks']","
  home used car with minor touching with new tyre and alloy rims biometric available at any time serious customer contect
    
"
Honda Civic Oriel 1.8 i-VTEC CVT 2019,PKR 56.5 lacs,,islamabad," Bhara kahu, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1028/honda-civic-oriel-1-8-i-vtec-cvt-2019-102883885.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-oriel-1-8-i-vtec-cvt-2019-102883881.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-oriel-1-8-i-vtec-cvt-2019-102883882.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-oriel-1-8-i-vtec-cvt-2019-102883886.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-civic-oriel-1-8-i-vtec-cvt-2019-102883884.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-civic-oriel-1-8-i-vtec-cvt-2019-102883887.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-oriel-1-8-i-vtec-cvt-2019-102883883.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-civic-oriel-1-8-i-vtec-cvt-2019-102883880.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-civic-oriel-1-8-i-vtec-cvt-2019-102883888.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","97,000 km",Petrol,Automatic,Islamabad,Taffeta White,Local,1800 cc,Sedan,"Jun 08, 2024",8815896,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  2nd owner all documents clear 2 digit Islamabad number total genuine just minor starch not a big dent or something else price negotiable Complete original file is availble .
    
"
Suzuki Khyber GA 1998,PKR 5.4 lacs,,islamabad," 7th Avenue, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884150.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884025.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884078.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884163.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884146.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884099.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884097.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884079.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884096.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884095.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884114.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-khyber-ga-2-1998-102884106.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1998
","142,536 km",Petrol,Manual,Multan,Grey,Local,1000 cc,Hatchback,"Jun 08, 2024",8815893,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player']","
  khyber available for sale multan number smart card return file number plate inside original outside shower new tyre alloy rim engine gear suspension aone no work required serious buyers contact
    
"
Daihatsu Move L SA 3 2020,PKR 31.5 lacs,,islamabad, Islamabad Islamabad,"['https://cache2.pakwheels.com/ad_pictures/1028/daihatsu-move-l-sa-3-2020-102883738.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/daihatsu-move-l-sa-3-2020-102883739.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/daihatsu-move-l-sa-3-2020-102883737.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/daihatsu-move-l-sa-3-2020-102883734.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/daihatsu-move-l-sa-3-2020-102883736.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/daihatsu-move-l-sa-3-2020-102883740.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/daihatsu-move-l-sa-3-2020-102883735.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/daihatsu-move-l-sa-3-2020-102883741.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2020
","123,000 km",Petrol,Automatic,Islamabad,Green,Imported,658 cc,Hatchback,"Jun 08, 2024",8815873,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Price is finalDaihatsu move2020 model2023 october import2024 june registered First ownerClimate controlLane assistPower mirrorsPush startKeyless enteyMultimedia steeringParking sensoreReverse cameraTraction controlFuel average 20 kms with ac within cityAlloy rims

"
Honda City 1.3 i-VTEC 2016,PKR 28 lacs,,islamabad," G- 9, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2016-102883481.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2016-102883479.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2016-102883480.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2016-102883478.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2016-102883477.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","243,000 km",Petrol,Manual,Lahore,White,Local,1300 cc,Sedan,"Jun 08, 2024",8815862,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Alloy Rims. Original return file is available . Driven on petrol throughout . Original number plates missing, only duplicate ones are available .
    
"
Toyota Corolla SE Limited 1994,PKR 16.5 lacs,,islamabad, Islamabad Islamabad,"['https://cache3.pakwheels.com/ad_pictures/1011/toyota-corolla-se-limited-1994-101186437.webp', 'https://cache1.pakwheels.com/ad_pictures/1011/toyota-corolla-se-limited-1994-101186438.webp', 'https://cache2.pakwheels.com/ad_pictures/1011/toyota-corolla-se-limited-1994-101187058.webp', 'https://cache2.pakwheels.com/ad_pictures/1011/toyota-corolla-se-limited-1994-101187059.webp', 'https://cache1.pakwheels.com/ad_pictures/1011/toyota-corolla-se-limited-1994-101187060.webp', 'https://cache2.pakwheels.com/ad_pictures/1011/toyota-corolla-se-limited-1994-101187061.webp', 'https://cache1.pakwheels.com/ad_pictures/9757/toyota-corolla-se-limited-1994-97570026.webp', 'https://cache2.pakwheels.com/ad_pictures/9752/toyota-corolla-se-limited-1994-97522951.webp', 'https://cache1.pakwheels.com/ad_pictures/9757/toyota-corolla-se-limited-1994-97570024.webp', 'https://cache1.pakwheels.com/ad_pictures/9757/toyota-corolla-se-limited-1994-97570025.webp', 'https://cache3.pakwheels.com/ad_pictures/1011/toyota-corolla-se-limited-1994-101187062.webp', 'https://cache1.pakwheels.com/ad_pictures/9757/toyota-corolla-se-limited-1994-97570029.webp', 'https://cache1.pakwheels.com/ad_pictures/9757/toyota-corolla-se-limited-1994-97570028.webp', 'https://cache3.pakwheels.com/ad_pictures/9757/toyota-corolla-se-limited-1994-97570030.webp', 'https://cache2.pakwheels.com/ad_pictures/9757/toyota-corolla-se-limited-1994-97570031.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1994
",123 km,Petrol,Manual,Islamabad,Silver Metallic,Local,1500 cc,Sedan,"Jun 08, 2024",8437224,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Cassette Player', ' Front Speakers', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear Camera', ' Rear Speakers', ' USB and Auxillary Cable']","
  94 model, Japanese 2013 quota, 2014 Registered,  16 valve 1500 cc Manual Petrol engine 100 %, Islamabad number, silver color. Outer shower for fresh look, Inner total genuine. Seal to seal. 
    
"
Toyota Crown Athlete Anniversary Edition 2008,PKR 98 lacs,,islamabad," E-11, Islamabad Islamabad","['https://cache3.pakwheels.com/ad_pictures/1028/toyota-crown-2-5-athlete-anniversary-edition-moonroof-package-2008-102883617.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-crown-2-5-athlete-anniversary-edition-moonroof-package-2008-102883610.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-crown-2-5-athlete-anniversary-edition-moonroof-package-2008-102883618.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-crown-2-5-athlete-anniversary-edition-moonroof-package-2008-102883613.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-crown-2-5-athlete-anniversary-edition-moonroof-package-2008-102883615.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-crown-2-5-athlete-anniversary-edition-moonroof-package-2008-102883611.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-crown-2-5-athlete-anniversary-edition-moonroof-package-2008-102883614.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-crown-2-5-athlete-anniversary-edition-moonroof-package-2008-102883616.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-crown-2-5-athlete-anniversary-edition-moonroof-package-2008-102883612.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2008
","108,000 km",Petrol,Automatic,Islamabad,White Pearl Crystal Shine,Imported,3500 cc,Sedan,"Jun 08, 2024",8815871,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cassette Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Full option heated seat ventilated seat MBM lights adaptive cruise control parking sensor radar back shades side shade doors afs  lights new tires installed 
    
"
Suzuki Alto 2012,PKR 10.5 lacs,,islamabad," Anchorage Naval Housing scheme, Islamabad Islamabad","['https://cache3.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213802.webp', 'https://cache2.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213803.webp', 'https://cache3.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213807.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213814.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213801.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213818.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213804.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213805.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213817.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213819.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213820.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213822.webp', 'https://cache3.pakwheels.com/ad_pictures/1012/suzuki-alto-2012-101213821.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2012
","70,000 km",Petrol,Manual,Lahore,White,Local,800 cc,N/A,"Jun 08, 2024",8692199,['not listed'],"
  Lightweight allow rims . Complete original file is availble . Everything is in genuine condition . Petrol driven, CNG never installed . Original book of this car is also available. Price is slightly negotiable. All token taxes are paid to date. Looking to sell the car urgently. Sealed and powerful engine . Non accidental. New tires installed recently .
    
"
MG HS Trophy 2021,PKR 63.5 lacs,,islamabad," F-10, Islamabad Islamabad","['https://cache3.pakwheels.com/ad_pictures/1028/mg-hs-2-trophy-2021-102883756.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/mg-hs-2-trophy-2021-102883757.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/mg-hs-2-trophy-2021-102883759.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/mg-hs-2-trophy-2021-102883761.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/mg-hs-2-trophy-2021-102883760.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/mg-hs-2-trophy-2021-102883755.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/mg-hs-2-trophy-2021-102883752.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/mg-hs-2-trophy-2021-102883753.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/mg-hs-2-trophy-2021-102883758.webp']","2021
","50,000 km",Petrol,Automatic,Un-Registered,Black Pearl,Imported,1500 cc,Crossover,"Jun 08, 2024",8815869,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Bumper to bumper genuine   Urgent SALE no bargaining
    
"
Toyota Vitz F 1.0 2011,PKR 29.25 lacs,,islamabad," G-14, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883139.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883137.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883138.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883141.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883140.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883143.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883135.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883134.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883142.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-vitz-1-0-f-2011-102883144.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2011
","113,000 km",Petrol,Automatic,Islamabad,Silver,Imported,1000 cc,Hatchback,"Jun 08, 2024",8815850,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  model 2011  2015 Few paint touchups on the body . Never got into accident. Token tax paid for life. Totally driven on petrol.
    
"
Toyota Corolla GLi Limited Edition 1.3 VVTi 2009,PKR 35 lacs,,islamabad, Islamabad Islamabad,"['https://cache3.pakwheels.com/ad_pictures/7672/toyota-corolla-gli-vvti-limited-edition-2009-76728332.webp', 'https://cache4.pakwheels.com/ad_pictures/7672/toyota-corolla-gli-vvti-limited-edition-2009-76728233.webp', 'https://cache2.pakwheels.com/ad_pictures/7672/toyota-corolla-gli-vvti-limited-edition-2009-76728231.webp', 'https://cache3.pakwheels.com/ad_pictures/7672/toyota-corolla-gli-vvti-limited-edition-2009-76728232.webp', 'https://cache4.pakwheels.com/ad_pictures/7672/toyota-corolla-gli-vvti-limited-edition-2009-76728234.webp', 'https://cache1.pakwheels.com/ad_pictures/7672/toyota-corolla-gli-vvti-limited-edition-2009-76728253.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2009
","153,000 km",Petrol,Manual,Islamabad,Grey,Local,1300 cc,Sedan,"Jun 08, 2024",6756378,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  %%Metallic Gun ColorGovernment Officer ownedbrand new Yokohama tires installedAndroid Pannel %%18+ km per liter within city with AC.AC/heater  %%fully maintained.Inside out fully original.  %%little bit touching on driver side door, and driver back, but beautifully repaired by Company experts, quarter piece. %%Smart Card registration. %%Driven on petrol throughout. No CNG. %%Sealed and powerful engine. %%Soft and comfortable sitting, smooth drive. %%Will be sold to nearest offer. %%Contact only those, who knows the class and worth of GLI 2009. %%
    
"
