title,price,sellercontact,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Toyota Corolla Altis CVT-i 1.8 2017,PKR 47 lacs,,multan," Cantt, Multan Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-altis-1-8-cvti-2017-102858479.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-altis-1-8-cvti-2017-102858482.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-altis-1-8-cvti-2017-102858486.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-altis-1-8-cvti-2017-102858484.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-altis-1-8-cvti-2017-102858485.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-altis-1-8-cvti-2017-102858483.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-altis-1-8-cvti-2017-102858480.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-altis-1-8-cvti-2017-102858481.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-altis-1-8-cvti-2017-102858487.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","76,000 km",Petrol,Automatic,Multan,Super White,Local,1800 cc,Sedan,"Jun 08, 2024",8813973,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Fully maintained low millage. Clean and clear Car with zero issues.Car on DIB finance. I am bound to give NOC. Just like new car.  Check the features of Car. After Market Alloy rims. Inside out fully original. Totally driven on petrol.
    
"
Nissan Serena 2019,PKR 63.5 lacs,,multan," Cantt, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608827.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608834.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608833.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608826.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608832.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608828.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608824.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608825.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608842.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608838.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608856.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608854.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608859.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608858.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608867.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608865.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608877.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608868.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608879.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/nissan-serena-2019-101608872.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","65,300 km",Hybrid,Automatic,Un-Registered,Brown,Imported,1200 cc,N/A,"Jun 08, 2024",8719930,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  After Market Alloy rims. Inside out fully original. Complete original file is availble . Driven on petrol throughout . Fresh Import. Just like a Zero Meter car. New tires installed recently . Engine in pristine condition . Looking to sell the car urgently.  fresh import serious buyer contact only
    
"
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,PKR 31.5 lacs,,multan, Multan Punjab,"['https://cache3.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331136.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331138.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331143.webp', 'https://cache4.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331137.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331148.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331142.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331135.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331141.webp', 'https://cache4.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331144.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331139.webp', 'https://cache3.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331146.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331149.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331147.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331145.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331152.webp', 'https://cache4.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331151.webp', 'https://cache3.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331154.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331150.webp', 'https://cache3.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331153.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101330999.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","85,000 km",Petrol,Automatic,Lahore,Bronze,Local,1800 cc,Sedan,"Jun 08, 2024",8700391,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Honda CIVIC 2013 full option Automatic sunroof Lahore registered Engine mechanical 100% Sides shower for fresh look Inner seal by seal 3 pairs of LED installed Good fuel avg 12-14 in city No work required Location Multan Demand 3150,000/- 
    
"
Audi A3 1.2 TFSI Exclusive Line 2017,PKR 75 lacs,,multan, Multan Punjab,"['https://cache1.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317247.webp', 'https://cache4.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317245.webp', 'https://cache2.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317250.webp', 'https://cache4.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317244.webp', 'https://cache1.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317251.webp', 'https://cache4.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317249.webp', 'https://cache1.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317248.webp', 'https://cache3.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317242.webp', 'https://cache3.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317243.webp', 'https://cache3.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317240.webp', 'https://cache3.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317238.webp', 'https://cache1.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317239.webp', 'https://cache3.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317236.webp', 'https://cache1.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317232.webp', 'https://cache3.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317234.webp', 'https://cache3.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317252.webp', 'https://cache4.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317237.webp', 'https://cache1.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317233.webp', 'https://cache2.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317246.webp', 'https://cache1.pakwheels.com/ad_pictures/9931/audi-a3-1-2-tfsi-design-line-2017-99317241.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","65,000 km",Petrol,Automatic,Islamabad,Metallic Black,Local,1200 cc,Sedan,"Jun 08, 2024",8560789,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  AUDI A3 MODEL 2017 1.2 - 25 TFSI Exclusive Line Package Paddle shiftersCruise control Bruno interior Brand New YOKOHAMA Tyres Mileage 65000 kms Islamabad registered Neat and clean home used car Kept with extreme care Demand 75 lacs negotiable Location Multan 

"
Suzuki Cultus VXR 2021,PKR 31.5 lacs,,multan," Buch Executive Villas, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657483.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657484.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657485.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657482.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657481.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657486.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657490.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657487.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657489.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657488.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2021-102657491.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","52,900 km",Petrol,Manual,Punjab,White,Local,1000 cc,Hatchback,"Jun 08, 2024",8784553,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' Power Windows']","
  Total GenuinNo Touch UpsIst Owner
    
"
Toyota Corolla XLi VVTi 2017,PKR 35.5 lacs,,multan, Multan Punjab,"['https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840641.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840640.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840637.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840643.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840639.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840644.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840642.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840638.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840646.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840647.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840645.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840651.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840653.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840650.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840648.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840649.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840652.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840654.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2017-102840655.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","174,101 km",Petrol,Manual,Punjab,White,Local,1300 cc,Sedan,"Jun 08, 2024",8812665,"[' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Immobilizer Key', ' Power Mirrors', ' Power Steering']","
  Aslamoalikum. Its xli converted to power window. Minor tuchups. Brand new tyres and alloy wheels installed, lcd back camera. Just buy and drive. Only calls no sms.
    
"
Mitsubishi Pajero 1993,PKR 24.25 lacs,,multan, Multan Punjab,"['https://cache4.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486408.webp', 'https://cache4.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486410.webp', 'https://cache1.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486409.webp', 'https://cache2.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486411.webp', 'https://cache4.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486413.webp', 'https://cache3.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486415.webp', 'https://cache4.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486414.webp', 'https://cache3.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486407.webp', 'https://cache3.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486417.webp', 'https://cache3.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486412.webp', 'https://cache4.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486419.webp', 'https://cache3.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486416.webp', 'https://cache3.pakwheels.com/ad_pictures/9548/mitsubishi-pajero-1993-95486418.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1993
","210,000 km",Diesel,Automatic,Lahore,Blue,Imported,2400 cc,N/A,"Jun 08, 2024",8299067,"[' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' DVD Player', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Aslamoalikum. It is pajero 2.4 turbo deisel. 2011 embesy clear. Very rear blue with blue interior. Perfect engine best suspension 4×4 new tyres. Just enjoye the drive.
    
"
Honda City 1.3 i-VTEC 2019,PKR 35 lacs,,multan, Multan Punjab,"['https://cache4.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061235.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061236.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061247.webp', 'https://cache4.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061249.webp', 'https://cache2.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061240.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061248.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061241.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061243.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061254.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061250.webp', 'https://cache2.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061255.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061252.webp', 'https://cache4.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061256.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/honda-city-i-vtec-2-2019-101061253.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","42,018 km",Petrol,Manual,Lahore,Taffeta White,Local,1300 cc,Sedan,"Jun 08, 2024",8681872,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Aslamoalikum. Its City 1.3. only 3 peaces repainted two left doors and one right back fender rest all is jeniune.
    
"
Haval H6 HEV 2024,PKR 1.23 crore,,multan, Multan Punjab,['https://cache2.pakwheels.com/ad_pictures/1028/haval-h6-hev-2024-102832670.webp'],"2024
                        ",350 km,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500 cc,Compact SUV,"Jun 07, 2024",8812112,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Invoice in Hand. Burgundy Interior.

"
Toyota Land Cruiser ZX 2013,PKR 3.09 crore,,multan," Cantt, Multan Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826120.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826119.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826117.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826115.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826116.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826118.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826124.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826121.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826131.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826133.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826127.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826125.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826129.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826128.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826130.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826123.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826132.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826122.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-zx-2-2013-102826126.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","73,000 km",Petrol,Automatic,Islamabad,White,Imported,4600 cc,SUV,"Jun 07, 2024",8811653,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Toyota Land Cruiser ZX V8Model : 2013 ~ Japan Import 2017Color : Pearl whiteMileage : 73000 km only ~ Engine: 4600 Registered: Islamabad - Special triple numberCool box , Auto trunkBeige interior , Rear entertainment
    
"
Toyota Fortuner 2.7 VVTi 2013,PKR 68.5 lacs,,multan, Multan Punjab,"['https://cache3.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-7-automatic-2013-102441715.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-7-automatic-2013-102441726.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-7-automatic-2013-102441723.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-7-automatic-2013-102441716.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-7-automatic-2013-102441720.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-7-automatic-2013-102441719.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-7-automatic-2013-102441717.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-7-automatic-2013-102441731.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","162,000 km",Petrol,Automatic,Islamabad,White,Local,2700 cc,SUV,"Jun 07, 2024",8781638,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Toyota Fortuner 2.7VLocation: Mian ChunnuRegistered : IslamabadCar Details-KM's driven 162000-Power Steering -Environment Control-Power Windows-Condition 10/10-Neat and Clean interior -Non-Accidental-AUTO- Minor TouchingEngine Capacity 2700ccPerformance-Engine 100%-Suspension 100%-Air Conditioning 100%-All lubricants recently changed-No work required just buy and driveCan be exchanged with other car alsoDemand PKR 68,50,000
    
"
Toyota Fortuner 2.8 Sigma 4 2021,PKR 1.55 crore,,multan," Shalimar Colony, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820152.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820144.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820135.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820137.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820142.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820158.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820151.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820145.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820165.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820179.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820182.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820175.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820170.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-fortuner-2-8-sigma-2021-102820161.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","26,800 km",Diesel,Automatic,Islamabad,Brown,Local,2800 cc,SUV,"Jun 07, 2024",8811270,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  it,s new shape sigma 2021 end model jst like brand new bumper 2 bumper orginl scretchless it,s phanthm brown fortuner flagship clor my own name 1st owner price is aprox finl
    
"
