title,price,sellercontact,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Toyota Corolla Altis Grande CVT-i 1.8 2019,PKR 55 lacs,,faisalabad, Faisalabad Punjab,"['https://cache2.pakwheels.com/ad_pictures/1011/toyota-corolla-altis-1-8-grande-automatic-2019-101189569.webp', 'https://cache2.pakwheels.com/ad_pictures/1011/toyota-corolla-altis-1-8-grande-automatic-2019-101189571.webp', 'https://cache1.pakwheels.com/ad_pictures/1011/toyota-corolla-altis-1-8-grande-automatic-2019-101189574.webp', 'https://cache2.pakwheels.com/ad_pictures/1011/toyota-corolla-altis-1-8-grande-automatic-2019-101189568.webp', 'https://cache2.pakwheels.com/ad_pictures/1011/toyota-corolla-altis-1-8-grande-automatic-2019-101189573.webp', 'https://cache2.pakwheels.com/ad_pictures/1011/toyota-corolla-altis-1-8-grande-automatic-2019-101189570.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","51,150 km",Petrol,Automatic,Islamabad,Super white,Local,1800 cc,Sedan,"Jun 08, 2024",8690553,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  GRANDE 1.82019 MODEL 1st OWNERTOTAL GENUINE
    
"
Toyota Corolla Altis Automatic 1.6 2016,PKR 39.5 lacs,,faisalabad, Faisalabad Punjab,"['https://cache2.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400257.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400260.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400253.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400258.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400259.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400250.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400261.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400254.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400256.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400255.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400267.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400262.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400263.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-corolla-altis-1-6-automatic-2016-102400264.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","131,000 km",Petrol,Automatic,Lahore,Super White,Local,1600 cc,Sedan,"Jun 08, 2024",8778364,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Immobilizer Key', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
Toyota Corolla Altis 1.6 Automatic 2015 Model 2016 Registered Total genuine except left side back doorLeft side back door just sprayed 131000km drivenNew tyresOver all car is in good condition and no work needed 9/10Spare tyre also unusedEngine and interior room is also in mint condition Everything is in good condition and all papers and documents are availableThank-you. All original documents are complete. Original book is available as well. After Market Alloy rims. Will be sold to nearest offer. Never got into accident. New tires installed recently. Token tax is up to date. Fully maintained through authorized dealership. In showroom condition.
    
"
Toyota Corolla XLi VVTi 2020,PKR 41 lacs,,faisalabad," Lasani Town, Faisalabad Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809085.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809100.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809086.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809089.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809088.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809091.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809130.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809137.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809139.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809126.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809142.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809143.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809141.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809144.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809140.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-xli-vvti-2020-102809146.webp']","2020
","76,382 km",Petrol,Manual,Islamabad,Bronze Mica,Local,1300 cc,Sedan,"Jun 08, 2024",8810291,"[' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Front Speakers', ' Immobilizer Key', ' Power Mirrors', ' Power Steering', ' USB and Auxillary Cable']","
  -PakWheels inspected car-Inspection report attached-Number plates available-1st Owner-Token Tax Paid-Manufacture 2020- Registered 2020-Documents available-2 keys available
    
"
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,PKR 34.45 lacs,,faisalabad," Jhang Road, Faisalabad Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864746.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864747.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864748.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864749.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864750.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864751.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864752.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864753.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864754.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864755.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864756.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864757.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864758.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864759.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864760.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864761.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864762.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-102864763.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","141,000 km",Petrol,Automatic,Lahore,Alabaster Silver,Local,1800 cc,Sedan,"Jun 08, 2024",8814449,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Climate Control', ' Cruise Control', ' Front Speakers', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear Camera', ' Rear Speakers', ' Steering Switches', ' Sun Roof', ' USB and Auxillary Cable']","
  honda civic rebirth vit oriel prosmatic 2013home used neat and clean caron my name perfect car token tex upto dateall gazet of this car is working conditon front and back camert original instolindroid isntal yokohama tyre are in good conditonchat diggi bonut pillor are in original conditon only side shower due to scratches and fade colour genune 2 keys availablein side total genune original milage (View phone number) not meter temperingneed to sale this car urgentlyfor further detail plz call me bohat zyada bargain nai ho ge jo b kar saka moka pr ho gadealers are stay away plz no foolish offer
    
"
Honda City 1.3 i-VTEC Prosmatec 2018,PKR 35 lacs,,faisalabad," Batala Colony, Faisalabad Punjab","['https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864715.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864643.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864713.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864712.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864706.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864638.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864708.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864655.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864635.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864653.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864650.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864612.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864703.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864714.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864705.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864701.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864742.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864744.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864745.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102864743.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","112,000 km",Petrol,Automatic,Islamabad,White,Local,1300 cc,Sedan,"Jun 08, 2024",8814448,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Honda city 1.3 automatic 1st owner 2018White colour New tires installed 2 pieces touch Token upto dateOil changed throughout Honda showroomThree digit numberIslamabad registered numberEngine, suspension and transmission is 10/10Just buy and drive kisi b kisam ka koi b kam ni hony wala

"
Toyota Aqua G 2015,PKR 40 lacs,,faisalabad," Gulfishan Colony, Faisalabad Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/toyota-aqua-g-37-2015-102863485.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-aqua-g-37-2015-102863482.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-aqua-g-37-2015-102863490.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-aqua-g-37-2015-102863486.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-aqua-g-37-2015-102863491.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-aqua-g-37-2015-102863489.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-aqua-g-37-2015-102863492.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-aqua-g-37-2015-102863481.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2015
","69,000 km",Hybrid,Automatic,Islamabad,Silver,Imported,1500 cc,Hatchback,"Jun 08, 2024",8814398,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  After Market Alloy rims. Complete original file is availble . All token taxes are paid for life . As good as a brand new car. Price is slightly negotiable. Urgently need to sellthe  car.
    
"
Suzuki Alto VXR 2008,PKR 8 lacs,,faisalabad," D Type Colony, Faisalabad Punjab","['https://cache3.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859319.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859322.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859318.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859316.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859320.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859314.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859317.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859315.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859330.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859329.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859323.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859321.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859337.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859348.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859343.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859336.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/suzuki-alto-vxr-2-2008-101859349.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2008
","100,000 km",Petrol,Manual,Punjab,Blue,Local,1000 cc,Hatchback,"Jun 08, 2024",8737549,"[' AM/FM Radio', ' Air Conditioning', ' Keyless Entry', ' Power Locks']","
  Lightweight allow rims . Complete original file is availble . All token taxes are paid for life . engine sespntion gear  AC chill
    
"
Suzuki Wagon R VXL 2019,PKR 25 lacs,,faisalabad, Faisalabad Punjab,"['https://cache1.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2019-102847341.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2019-102847342.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2019-102847344.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2019-102847339.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2019-102847340.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2019-102847337.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2019-102847338.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2019-102847336.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2019-102847343.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","69,883 km",Petrol,Manual,Lahore,Silky Silver,Local,1000 cc,Hatchback,"Jun 08, 2024",8813132,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' Power Windows']","
  Fisrt owner... Genuine car in pristine condition..never went to workshop...overall fulids of the car is best..spare tyre never been used in it..serious customers do msg .
    
"
Honda City 1.3 i-VTEC Prosmatec 2019,PKR 38.5 lacs,,faisalabad," Karim Town, Faisalabad Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862223.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862231.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862225.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862232.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862235.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862228.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862237.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862233.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862236.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862227.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862234.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862229.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2019-102862230.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","90,000 km",Petrol,Automatic,Islamabad,Taffeta White,Local,1300 cc,Sedan,"Jun 08, 2024",8814254,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Total Genuine, New Tyres.
    
"
Suzuki Cultus EURO II 2015,PKR 15 lacs,,faisalabad," Gatwala Chowk, Faisalabad Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-euro-ii-2015-102862108.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-euro-ii-2015-102862112.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-euro-ii-2015-102862111.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-euro-ii-2015-102862104.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-euro-ii-2015-102862105.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-euro-ii-2015-102862107.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-euro-ii-2015-102862110.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2015
","100,000 km",Petrol,Manual,Lahore,Graphite Grey,Local,1000 cc,Hatchback,"Jun 08, 2024",8814250,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Power Steering']","
  Suzuki Cultus 2015 up for saleBody Shower100000 Kms plus drivenNo work required Only serious buyers Will be sold to nearest offer. Original book of this car is also available. Alloy Rims. All token taxes are paid for life. Urgently need to sellthe  car. Petrol driven, CNG never installed. No call/SMS will be answered after office hours.
    
"
Suzuki Cultus VXRi 2009,PKR 11.25 lacs,,faisalabad," Muzaffar Colony, Faisalabad Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-2-2009-102861898.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-2-2009-102861900.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-2-2009-102861899.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-2-2009-102861896.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxri-2-2009-102861897.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2009
","100,000 km",Petrol,Manual,Lahore,Graphite Grey,Local,1000 cc,Hatchback,"Jun 08, 2024",8814235,"[' AM/FM Radio', ' Air Conditioning']","
  second owner.  body shower.  non major accident.  Original return file is available mechanical 100% ok.  AC working
    
"
Toyota Fortuner 2.8 Sigma 4 2019,PKR 1.35 crore,,faisalabad, Faisalabad Punjab,"['https://cache4.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483716.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483722.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483717.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483718.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483720.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483719.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483732.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483727.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483729.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483726.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483730.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483733.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483735.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483731.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-fortuner-2-8-sigma-2019-102483736.webp']","2019
","67,386 km",Diesel,Automatic,Islamabad,Attitude Black,Local,2800 cc,SUV,"Jun 07, 2024",8784716,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Climate Control', ' CoolBox', ' Cruise Control', ' DVD Player', ' Front Speakers', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear AC Vents', ' Rear Camera', ' Rear Speakers', ' Steering Switches', ' USB and Auxillary Cable']","
  - PakWheels inspected car- Inspection report attached- Number plates available- 2nd Owner- Token Tax Paid- Manufacture 2019- Registered 2019- Documents available- 2 keys available
    
"
Toyota Prado TX 2.7 2012,PKR 1.45 crore,,faisalabad," D Ground, Faisalabad Punjab","['https://cache4.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706018.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706027.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706023.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706026.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706024.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706025.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706049.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706039.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706044.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706045.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706051.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706033.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706052.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706047.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-prado-tx-2-8-d-at-2017-101706055.webp']","2012
","167,609 km",Petrol,Automatic,Karachi,Attitude Black Mica,Imported,2700 cc,SUV,"Jun 07, 2024",8726732,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Climate Control', ' Cruise Control', ' DVD Player', ' Front Speakers', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear AC Vents', ' Rear Camera', ' Rear Speakers', ' Steering Switches', ' USB and Auxillary Cable']","
  - Located in Faisalabad- PakWheels inspected car- Inspection report attached- Number plates available- 2nd Owner- Token Tax Paid- Manufacture 2012- Registered 2020- Documents available- 2 keys available
    
"
