title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Toyota Land Cruiser EXR 3.5L  2023,PKR 8.05 crore,islamabad," F- 6, Islamabad Islamabad","['https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854937.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854938.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854939.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854940.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854941.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854942.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854943.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854944.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854945.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854946.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854947.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854948.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854949.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854950.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854951.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854952.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854953.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-land-cruiser-exr-3-5l-2023-102854954.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2023
","5,200 km",Petrol,Automatic,Un-Registered,Precious White Pearl,Imported,3500 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2023-for-sale-in-islamabad-8813693,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cassette Player', ' Climate Control', ' CoolBox', ' Cruise Control', ' DVD Player', ' Front Camera', ' Front Speakers', ' Heated Seats', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear AC Vents', ' Rear Camera', ' Rear Seat Entertainment', ' Rear Speakers', ' Steering Switches', ' Sun Roof', ' USB and Auxillary Cable']","
  For Sale Toyota LANDCRUISER 2023 (Un-Registered)Brand New Condition with Beige Interior & Alloy RimKey Features:* Brand New Condition* Mileage: 5,200 KM Only* Color: WHITE* Rim: ALLOYS * Registration: UNREGISTERED Only Calls for details Please (No Exchange/Adjustments)Jazak_Allah
    
"
Porsche Taycan GTS 2021,PKR 4.1 crore,islamabad," F- 6, Islamabad Islamabad","['https://cache4.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855310.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855311.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855312.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855313.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855314.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855315.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855316.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855317.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855318.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855319.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855320.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/porsche-taycan-gts-5-2021-102855321.webp']","2021
","13,900 km",Electric,Automatic,Islamabad,Black,Imported,120.0 kWh,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/porsche-taycan-2021-for-sale-in-islamabad-8813737,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cassette Player', ' Climate Control', ' CoolBox', ' Cruise Control', ' DVD Player', ' Front Camera', ' Front Speakers', ' Heated Seats', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear AC Vents', ' Rear Camera', ' Rear Seat Entertainment', ' Rear Speakers', ' Steering Switches', ' Sun Roof', ' USB and Auxillary Cable']","
  PORSCHE TYCAN - 4Model 2021Color:  BLACKInterior: BEIGEMileage: 13,900 KMSpecial Registration number: 1 Call for further details. (No Exchange/Adjustments)  Jazak_Allah
    
"
Suzuki Baleno JXR 2005,PKR 11.75 lacs,islamabad," DHA Defence, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869016.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869018.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869021.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869015.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869023.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869019.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869017.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869024.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869027.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869025.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869022.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869028.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869020.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/suzuki-baleno-jxr-2005-101869026.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2005
","134,250 km",Petrol,Manual,Islamabad,Silver,Local,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-baleno-2005-for-sale-in-islamabad-8738259,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering']","
  My own nameFamily used carRust freebodySide showeredEngine suspension AC all perfectly working
    
"
Sogo Pickup 1996,PKR 25 lacs,islamabad," Shehzad Town, Islamabad Islamabad","['https://cache4.pakwheels.com/ad_pictures/1029/sogo-pickup-2-1996-102986576.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/sogo-pickup-2-1996-102986577.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/sogo-pickup-2-1996-102986575.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/sogo-pickup-2-1996-102986573.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/sogo-pickup-2-1996-102986578.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/sogo-pickup-2-1996-102986579.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/sogo-pickup-2-1996-102986574.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1996
","200,000 km",Diesel,Manual,Islamabad,Green,Imported,3000 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/sogo-pickup-1996-for-sale-in-islamabad-8823684,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Power Locks', ' Power Windows', ' Sun Roof']","
  new assembled engine and full working ac
    
"
Toyota Corolla 1998,PKR 1.25 lacs,islamabad," Bhara kahu, Islamabad Islamabad","['https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-1998-102986327.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-1998-102986325.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-1998-102986326.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-1998-102986331.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1998
","150,000 km",Petrol,Manual,Lahore,Gold,Local,1600 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-1998-for-sale-in-islamabad-8823656,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Power Locks', ' Power Steering', ' Power Windows']","
  Lightweight allow rims . Complete original file is availble . Driven on petrol throughout . Original book of this car is also available. Token tax is up to date.
    
"
Toyota Corolla Altis Grande CVT-i 1.8 2020,PKR 59.5 lacs,islamabad," DHA Defence, Islamabad Islamabad","['https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985208.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985204.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985209.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985215.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985218.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985202.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985201.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985200.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985220.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985222.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985219.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985223.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2020-102985230.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2020
","60,000 km",Petrol,Automatic,Islamabad,White,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-islamabad-8823574,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  toyota grande bumper to bumper genuine guaranteed b2b genuine bumpers are also in original paint stepney has never used even the locks of the stepney never opened Lightweight allow rims .
    
"
Toyota Corolla 1988,PKR 8.5 lacs,islamabad," G- 8, Islamabad Islamabad","['https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986164.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986156.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986155.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986161.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986157.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986159.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986160.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986158.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986163.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-1988-102986162.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1988
                        ","100,000 km",Petrol,Manual,Lahore,Gold,Local,1200 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-1988-for-sale-in-islamabad-8823635,"[' Air Conditioning', ' Alloy Rims', ' DVD Player', ' Keyless Entry', ' Navigation System', ' Power Steering']","
  life time tokenbiometric android screen
    
"
Toyota Land Cruiser ZX Gasoline 3.5L 2022,PKR 7 crore,islamabad," DHA Defence, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1029/toyota-land-cruiser-zx-gasoline-3-5l-2022-102994976.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-zx-gasoline-3-5l-2022-102184070.webp', 'https://cache4.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-zx-gasoline-3-5l-2022-102184071.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-zx-gasoline-3-5l-2022-102184073.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-zx-gasoline-3-5l-2022-102184072.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","3,000 km",Petrol,Automatic,Un-Registered,Precious Wite Pearl,Imported,3500 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2022-for-sale-in-islamabad-8761814,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cassette Player', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Land cruiser zx 2022 model 24 import Available for importcomplete full house 5AA verified auction sheet Cool boxRadarBeige interiorSunroofCoolerAlso available for import Aero advisor imports dha Islamabad 
    
"
Suzuki Hustler 2014,PKR 24.75 lacs,islamabad," I- 8, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1029/suzuki-hustler-2014-102985185.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-hustler-2014-102985186.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-hustler-2014-102985187.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-hustler-2014-102985189.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-hustler-2014-102985184.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-hustler-2014-102985188.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-hustler-2014-102985190.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2014
","88,800 km",Petrol,Automatic,Lahore,Green,Imported,660 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-hustler-2014-for-sale-in-islamabad-8823569,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CoolBox', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  2018 registered

"
Honda Civic EXi Automatic 1996,PKR 15.95 lacs,islamabad," I-10, Islamabad Islamabad","['https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-exi-automatic-1996-102974585.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-exi-automatic-1996-102974584.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-exi-automatic-1996-102974586.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-exi-automatic-1996-102974580.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-exi-automatic-1996-102974582.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-exi-automatic-1996-102974587.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-exi-automatic-1996-102974589.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-exi-automatic-1996-102974581.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-exi-automatic-1996-102974583.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1996
","250,000 km",Petrol,Automatic,Islamabad,Green,Imported,1500 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-1996-for-sale-in-islamabad-8822743,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Cassette Player', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Honda Civic original ek 3 ferio imported 1996 model 2008 import and Islamabad registered everything is in oem condition non accident seal to seal original showerd from outside engine is in pristine condition 100% suspension is also in very good condition 100% Specs : :multimatic transmission with economy mode normal mode sports mode all modes are working perfectly :auto digital climate control :driving side 6 way adjustable seat:original mono block japnese light weight te 37 installed with contenental tyres 195 65 15:andiod pannel installed with orignal ferio fittings
    
"
Honda Civic Turbo 1.5 VTEC CVT 2016,PKR 50 lacs,islamabad, Islamabad Islamabad,"['https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102985778.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102985777.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","60,000 km",Petrol,Automatic,Sindh,Brilliant Blue Metallic,Local,1500 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-8823621,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Nov 2016. Sparingly used. Bumper to bumper genuine. Totally maintained from Honda and driven on Hi-octane from day 1. 17 inch genuine Work Emotion Alloy rims with GoodYear Eagle F1 tires. 
    
"
Suzuki Alto S Package 2019,PKR 31 lacs,islamabad," G-11, Islamabad Islamabad","['https://cache4.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387513.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387516.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387515.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387511.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387512.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387509.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387507.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387510.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387503.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387504.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387506.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387514.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/suzuki-alto-s-package-2-2019-102387505.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","74,500 km",Petrol,Automatic,Islamabad,Pure Red,Imported,660 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-alto-2019-for-sale-in-islamabad-8777411,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Good Condition Total Original Condition isb Model 2019, Reg 2023 No Any work just buy and drive ,Brand New Rim And Tyre Condition,Life Time Token Paid
    
"
Mercedes Benz SLK Class SLK200 Kompressor 2004,PKR 58 lacs,islamabad, Islamabad Islamabad,"['https://cache4.pakwheels.com/ad_pictures/1029/mercedes-benz-slk-slk200-kompressor-2004-102985692.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/mercedes-benz-slk-slk200-kompressor-2004-102985703.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/mercedes-benz-slk-slk200-kompressor-2004-102985713.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/mercedes-benz-slk-slk200-kompressor-2004-102985715.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/mercedes-benz-slk-slk200-kompressor-2004-102985724.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/mercedes-benz-slk-slk200-kompressor-2004-102985726.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2004
","120,000 km",Petrol,Automatic,Islamabad,Brilliant Silver Metallic,Local,1800 cc,Coupe,"Jun 10, 2024",https://www.pakwheels.com/used-cars/mercedes-benz-slk-class-2004-for-sale-in-islamabad-8823615,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Mercedes SLK 200 Silver Color  2004 Model  In Excellent Condition Mechanically Perfect - No Errors
    
"
Honda Civic 1.8 i-VTEC CVT 2018,PKR 54.5 lacs,islamabad," I- 8, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975806.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975803.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975799.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975801.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975802.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975805.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975891.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975800.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975804.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975797.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975793.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975792.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2018-102975796.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","90,000 km",Petrol,Automatic,Islamabad,White,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-islamabad-8822862,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Total orignal paint with guarantee orignal millage perfect condition brand new tyres
    
"
Honda Civic 1.8 i-VTEC CVT 2021,PKR 48 lacs,islamabad," I- 8, Islamabad Islamabad","['https://cache4.pakwheels.com/ad_pictures/1023/honda-civic-1-8-i-vtec-cvt-2021-102331838.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/honda-civic-1-8-i-vtec-cvt-2021-102331836.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/honda-civic-1-8-i-vtec-cvt-2021-102331834.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/honda-civic-1-8-i-vtec-cvt-2021-102331837.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/honda-civic-1-8-i-vtec-cvt-2021-102331835.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/honda-civic-1-8-i-vtec-cvt-2021-102331832.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/honda-civic-1-8-i-vtec-cvt-2021-102331831.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","46,000 km",Petrol,Automatic,Islamabad,Crystal Black,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-8773081,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
Average 95 kPrincipal amount 1650 lac Cash Rate 66 lacs 
    
"
