title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Honda Vezel Hybrid Z Honda Sensing  2019,PKR 75 lacs,karachi, Karachi Sindh,"['https://cache1.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2019-102990779.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2019-102990781.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2019-102990778.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2019-102990777.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2019-102990780.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","52,000 km",Petrol,Automatic,Un-Registered,Black Metallic,Imported,1500 cc,Crossover,"Jun 11, 2024",https://www.pakwheels.com/used-cars/honda-vezel-2019-for-sale-in-karachi-8823982,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  HONDA VEZEL HYBRID Z SENSING ABSOLUTELY AMAZING CAR TOP OF THE LINE VARIENT ALL EXTRA OPTIONS AVAILABLE 4.5 GRADE VERIFIABLE AUCTION SHEET BLACK AND BLACK COMBINATION ONLY 52,000 KM CLEARING ON 11th JUNE 2024READY DELIVERY 
    
"
Toyota Land Cruiser AX G Selection 2009,PKR 2.78 crore,karachi, Karachi Sindh,"['https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524498.webp', 'https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524490.webp', 'https://cache1.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524489.webp', 'https://cache1.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524485.webp', 'https://cache4.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524477.webp', 'https://cache4.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524476.webp', 'https://cache2.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524487.webp', 'https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524486.webp', 'https://cache1.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524499.webp', 'https://cache1.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524492.webp', 'https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524491.webp', 'https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524483.webp', 'https://cache2.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524478.webp', 'https://cache4.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524481.webp', 'https://cache1.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524497.webp', 'https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524493.webp', 'https://cache2.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524479.webp', 'https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524482.webp', 'https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524484.webp', 'https://cache2.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524475.webp', 'https://cache1.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524494.webp', 'https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524480.webp', 'https://cache3.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524488.webp', 'https://cache4.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524495.webp', 'https://cache2.pakwheels.com/ad_pictures/9952/toyota-land-cruiser-ax-g-selection-2009-99524496.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2009
","80,000 km",Petrol,Automatic,Karachi,White,Imported,4600 cc,SUV,"Jun 11, 2024",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2009-for-sale-in-karachi-8356132,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  LC300 TOYOTA LANDCRUISER AXG 2009 DECEMBERREGISTERED IN 2017SUNROOFFULL UPLIFT TO 2023 LC 300 INTERIOR AND EXTERIORCRUISE CONTROLTV/DVD/FRONT & BACK CAMERAS 2USB PORTS SUPPORTING VIDEO AND AUDIO FORMATSFULL ANDROID TV SUPPORTS YOUTUBE PLAYSTORE ETCREAR ENTERTAINMENT ALSO WITH FULL ANDROID SUPPORTING YOUTUBE & OTHER DOWNLOADABLE INCLUDING PLAYSTOREREAR ENTERTAINMENTS COME BOTH WITH SEPERATE USB & HDMI PORTSMULTI FUNCTION STEERINGDUAL AC8 SEATERLEATHER RITE SEATSELECTRIC POWER SEATS PARKING SENSORSHAPE UPLIFT TO 2023 INTERIOR UPLIFTED TO 2023 AS WELL EXTERIORALL THE CAR EXTERIOR AND INTERIOR OLD PARTS AVAILABLEREAR SPOILERROOF RAILINGFINAL 278LACS
    
"
Toyota Land Cruiser ZX 2013,PKR 3.15 crore,karachi, Karachi Sindh,"['https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618958.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618951.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618956.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618959.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618969.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618953.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618966.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618960.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618955.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618972.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618964.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618961.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618949.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618963.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618957.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618971.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618970.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618973.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618968.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618962.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618954.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618965.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618952.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/toyota-land-cruiser-zx-2-2013-101618967.webp']","2013
","83,133 km",Petrol,Automatic,Karachi,White,Imported,4600 cc,SUV,"Jun 11, 2024",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2013-for-sale-in-karachi-8716438,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  TOYOTA LANDCRUISER 2013 ZX, 2018 REGISTERED, PEARL WHITE BEIGE INTERIOR, SUNROOF, HEIGHT CONTROL, COOL BOX, CRUISE CONTROL,ORIGNAL TV/DVD/3 SIDES CAMERAS, REAR ENTERTAINMENT, RADAR, POWERBOOT/AUTO TRUNK, COOLBOX, MULTI FUNCTION STEERING, DUAL AC, 8 SEATER, 3 SUSPENSION MODES, LEATHER SEATS, POWER SEATS, BACK SEATS POWER AS WELL, MEMORY SEATS, PARKING SENSOR, PARKING ASSISTANT UNIT, TELESCOPIC STEERING, MODILISTA BODY KIT, CHROME DOOR PANELINGS, REAR SPOILER, ROOF RAILING, BUMPER TO BUMPER GENUINE FULL GENUINE. FINAL 3CRORE AND 15LACS.
    
"
Toyota Prado TX L Package 2.7 2012,PKR 1.69 crore,karachi, Karachi Sindh,"['https://cache2.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101568004.webp', 'https://cache4.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567994.webp', 'https://cache2.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567988.webp', 'https://cache1.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567989.webp', 'https://cache2.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101568003.webp', 'https://cache2.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567985.webp', 'https://cache4.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567992.webp', 'https://cache1.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101568009.webp', 'https://cache2.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567991.webp', 'https://cache1.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567993.webp', 'https://cache4.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101568005.webp', 'https://cache3.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567982.webp', 'https://cache4.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567987.webp', 'https://cache1.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567986.webp', 'https://cache2.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567995.webp', 'https://cache2.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567996.webp', 'https://cache2.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567990.webp', 'https://cache4.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567984.webp', 'https://cache1.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101568057.webp', 'https://cache4.pakwheels.com/ad_pictures/1015/toyota-prado-tx-limited-3-2012-101567983.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2012
","89,000 km",Petrol,Automatic,Karachi,Pearl White,Imported,2700 cc,SUV,"Jun 11, 2024",https://www.pakwheels.com/used-cars/toyota-prado-2012-for-sale-in-karachi-8716993,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  TOYOTA PRADO 2012 TXL REGISTERED IN 2017,  PEARL WHITE, INTERIOR AND EXTERIOR FULLY UPGRADED TO 2023 MODEL, 2023 RIM TYRE AS WELL, LEATHER AND ELECTRIC SEATS, FRONT AND REAR VIEW CAMERAS, TV WITH FULL ANDROID FEATURES, MULTIFUNCTIONAL STEERING, REAR ENTERTAINMENT, CRUISE CONTROL, BLUETOOTH FUNCTIONING, BODYKIT, SIDE CHROME MOULDINGS, BACK SPOILER, ROOF RAILINGS, 7SEATER, IMMACULATE CONDITION.  FINAL PRICE RS169LACS.
    
"
Hyundai Santro Club 2005,PKR 8.2 lacs,karachi," Gulshan-e-Iqbal, Karachi Sindh","['https://cache3.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2005-102990510.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2005-102990512.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2005-102990513.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2005-102990511.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2005-102990514.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2005-102990509.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2005
","148,000 km",Petrol,Manual,Sindh,Black,Imported,1000 cc,Hatchback,"Jun 11, 2024",https://www.pakwheels.com/used-cars/hyundai-santro-2005-for-sale-in-karachi-8823968,"[' Air Conditioning', ' Cassette Player']","
  Petrol driven, CNG never installed. CNG Installed from factory. Minor Touchups. Sealed and powerful engine. Never been into any accident. Complete original file is availble. Price is flexible. Urgently need to sell the  car.
    
"
Suzuki Alto VXR 2007,PKR 6.15 lacs,karachi," Defence View Society, Karachi Sindh","['https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102990474.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102990471.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102990472.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102990470.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102990476.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102990475.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102990473.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","100,000 km",Petrol,Manual,Karachi,Blue,Local,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-karachi-8823959,"[' AM/FM Radio', ' Air Conditioning', ' Keyless Entry', ' Power Locks']","
  Alto Vxr Second Owner Own My Name New Tire Install Cost 34kTax Papers Clear Not sell Without Transfer Lightweight allow rims .
    
"
Daihatsu Mira ES 2015,PKR 19.2 lacs,karachi," Garden, Karachi Sindh","['https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989979.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989992.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989987.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989990.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989991.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989989.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989994.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989986.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989988.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989993.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989996.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989995.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989998.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989997.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102990000.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-mira-es-2015-102989999.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2015
","950,000 km",Petrol,Automatic,Karachi,Pearl White,Imported,660 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/daihatsu-mira-2015-for-sale-in-karachi-8823939,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  daihatsu Mira Automatic  Echo idel model 2012 reg 2015 white coloue body full orignal chilled ac new allow rim tyre lcd back camera very good condition All documents clear urgent my used car only please  call 0/3/1/8/2/1/2/2/0/3/9  Auction sheet can be verified. All original documents are complete  .
    
"
Suzuki Cultus Limited Edition 2017,PKR 21.5 lacs,karachi," Saadi Road, Karachi Sindh","['https://cache1.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990170.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990171.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990172.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990173.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990174.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990175.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990176.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990177.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990178.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990179.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990180.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990181.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990182.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990183.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990184.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990185.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990186.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-cultus-limited-edition-2-2017-102990187.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","57,500 km",Petrol,Manual,Karachi,Solid White,Local,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-cultus-2017-for-sale-in-karachi-8823932,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Climate Control', ' Front Speakers', ' Power Locks', ' Rear Speakers', ' USB and Auxillary Cable']","
  2017 Suzuki Cultus LEFirst Owner Bumper to Bumper Genuine 100% GENUINENew Set of GTR TYRESUn-used spare tyre In showroom condition. Original Book is available. Alloy rims. Price is slightly negotiableno foolish offers please.Jazakallah
    
"
Toyota Vitz F 1.0 2022,PKR 36.9 lacs,karachi," Gulistan-e-Jauhar, Karachi Sindh","['https://cache4.pakwheels.com/ad_pictures/1029/toyota-vitz-1-0-f-2022-102989773.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-vitz-1-0-f-2022-102989770.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-vitz-1-0-f-2022-102989774.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-vitz-1-0-f-2022-102989768.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-vitz-1-0-f-2022-102989771.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-vitz-1-0-f-2022-102989769.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-vitz-1-0-f-2022-102989772.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","750,000 km",Petrol,Automatic,Sindh,Black Mica,Imported,996 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-vitz-2022-for-sale-in-karachi-8823900,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Vitz 2018, Reg 2022, 1st Owner, original condition
    
"
Honda Civic EXi 1996,PKR 7 lacs,karachi," Korangi, Karachi Sindh","['https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989620.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989617.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989614.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989615.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989616.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989619.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989618.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989621.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989623.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989622.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989625.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989626.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989628.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989624.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989627.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989629.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989630.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989634.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989631.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-exi-3-1996-102989633.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1996
","78,688 km",Petrol,Manual,Sindh,Green,Local,1500 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-1996-for-sale-in-karachi-8823899,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  After Market Alloy rims. Complete original file is availble . Petrol driven, CNG never installed . Non accidental. Need to sell the car urgently.
    
"
Honda Civic 1.8 i-VTEC CVT 2017,PKR 37.8 lacs,karachi," Shah Faisal Colony, Karachi Sindh","['https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2017-102989689.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2017-102989686.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2017-102989685.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2017-102989687.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2017-102989690.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2017-102989692.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2017-102989691.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-1-8-i-vtec-cvt-2017-102989688.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","69,000 km",Petrol,Automatic,Karachi,Crystal Black,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-8823891,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  HONDA CIVIC PROSMETIC 2017 HARD TOPCOMPLETE FILE, SECOND OWNERCHILLED AC, ANDROID INSTALLEDOUTER MINOR TOUCHUP, INNER FULL ORIGINAL (NON ACCIDENT)37,80,000 DOT FINAL (NO NEGO)SHAH FAISAL COLONY, KARACHI.
    
"
