title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Honda City 1.5L ASPIRE M/T 2022,PKR 44.95 lacs,multan," Bosan Road, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790127.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790123.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790133.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790130.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790128.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790129.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790117.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790131.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790126.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790120.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790115.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790132.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790121.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790124.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790122.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790119.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790118.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790116.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790125.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790114.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","29,500 km",Petrol,Manual,Punjab,Urban Titanium,Local,1497 cc,Compact sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-multan-8808755,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Climate Control', ' Cruise Control', ' Front Speakers', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear AC Vents', ' Rear Camera', ' Rear Speakers', ' Steering Switches', ' USB and Auxillary Cable']","
  Model 2023Delivery 2023Year of manufacture 2022Everything is in genuine condition. As good as a brand new car. Alloy Rims. Original Book is available. All original documents are complete. New tires installed recently. Token tax is up to date. Need to sell the car urgently.
    
"
Honda BR-V i-VTEC 2017,PKR 37.5 lacs,multan, Multan Punjab,"['https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960409.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960416.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960407.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960405.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960403.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960413.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960411.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960406.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960408.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960417.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960412.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960410.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960414.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960418.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960401.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960404.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960400.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960415.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960402.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","48,000 km",Petrol,Automatic,Multan,Taffeta White,Local,1500 cc,MPV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-br-v-2017-for-sale-in-multan-8821540,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Brand new tyres machnically perfect only one front fender repaint remain all genuine home used car.
    
"
Honda City 1.3 i-VTEC 2010,PKR 23.95 lacs,multan," Officer Colony, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959229.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959231.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959228.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959230.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959233.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959232.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959227.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959235.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959238.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959234.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959254.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959236.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959261.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959255.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959237.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959257.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2010-102959259.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2010
","97,000 km",Petrol,Manual,Islamabad,Modern Steel Metallic,Local,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-multan-8821441,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  First Owner.All Genuine Body 100%.Low Mileage.used as a 3rd Car.All original Documents are available.Totally Maintained from Honda.Serious Buyers should contact only.
    
"
Honda Civic VTi Oriel 1.8 i-VTEC 2013,PKR 35 lacs,multan," Tawakal Town, Multan Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102958944.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102959506.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102959501.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102959509.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102959507.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102959508.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102959505.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102959504.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102959503.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-2013-102959502.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","250,000 km",Petrol,Manual,Lahore,Alabaster Silver,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-multan-8821428,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Everything is in genuine condition.
    
"
Toyota Surf SSR-G 2.7 1996,PKR 35 lacs,multan," Gulshan Market, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957713.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957715.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957719.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957714.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957716.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957717.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957718.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957720.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957725.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957723.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957721.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957722.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957724.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-surf-ssr-g-2-7-1996-102957726.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1996
",11 km,Petrol,Automatic,Sindh,Dark Blue Mica Metallic Toning G,Imported,2700 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-surf-1996-for-sale-in-multan-8821380,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cassette Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Minor touch ups interior total genuine all seals ok cill ac Description in last Picture read Care full then callcontact on Whats app
    
"
Honda Vezel Hybrid RS Honda Sensing  2018,PKR 76 lacs,multan, Multan Punjab,"['https://cache1.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001527.webp', 'https://cache1.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001517.webp', 'https://cache3.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001522.webp', 'https://cache1.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001513.webp', 'https://cache3.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001519.webp', 'https://cache3.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001512.webp', 'https://cache1.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001529.webp', 'https://cache4.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001528.webp', 'https://cache3.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001515.webp', 'https://cache1.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001523.webp', 'https://cache1.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001518.webp', 'https://cache4.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001520.webp', 'https://cache2.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001524.webp', 'https://cache3.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001525.webp', 'https://cache2.pakwheels.com/ad_pictures/1020/honda-vezel-2018-102001526.webp', 'https://cache2.pakwheels.com/ad_pictures/1021/honda-vezel-hybrid-rs-honda-sensing-2018-102152946.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","39,000 km",Petrol,Automatic,Un-Registered,White,Imported,1500 cc,Crossover,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-vezel-2018-for-sale-in-multan-8748213,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Honda Vezel Rs, top of line,fully loaded. 2018 model, fresh import 2024. Not used in Pakistan. Totall genuine paint.Bumper to bumper genuine guaranteed. Verifiable Auction sheet available.
    
"
Suzuki Cultus VXR 2022,PKR 32.25 lacs,multan," Chungi No 9, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366603.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366605.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366604.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366607.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366602.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366606.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","32,000 km",Petrol,Manual,Punjab,White,Local,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-cultus-2022-for-sale-in-multan-8775654,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' Power Windows']","
  Everything is in genuine condition. Will be sold to nearest offer. Urgently need to sellthe  car. No call/SMS will be answered after office hours.
    
"
Toyota Belta X Business A Package 1.3 2006,PKR 25 lacs,multan," Chungi No 9, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938798.webp', 'https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938793.webp', 'https://cache2.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938802.webp', 'https://cache2.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938799.webp', 'https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938796.webp', 'https://cache3.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938795.webp', 'https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938794.webp', 'https://cache3.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938797.webp', 'https://cache3.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938800.webp', 'https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938801.webp', 'https://cache2.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938803.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2006
","100,000 km",Petrol,Automatic,Multan,Super White,Imported,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-belta-2006-for-sale-in-multan-8534711,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Everything is in genuine condition. Will be sold to nearest offer. All original documents are complete. Looking to sell the car urgently. No call/SMS will be answered after office hours.
    
"
Toyota Yaris Cross Hybrid Z 2021,PKR 81.75 lacs,multan, Multan Punjab,"['https://cache2.pakwheels.com/ad_pictures/1017/toyota-yaris-cross-hybrid-z-2-2021-101748843.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852032.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852033.webp', 'https://cache4.pakwheels.com/ad_pictures/1022/toyota-yaris-cross-hybrid-z-2-2021-102203936.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-yaris-cross-hybrid-z-2-2021-101748842.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852034.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852025.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852030.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852028.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852031.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852029.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852027.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-yaris-cross-hybrid-z-2-2021-101748845.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-yaris-cross-hybrid-z-2-2021-102918452.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-yaris-cross-hybrid-z-2-2021-102918454.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-yaris-cross-hybrid-z-2-2021-102918450.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-yaris-cross-hybrid-z-2-2021-102918453.webp']","2021
","30,000 km",Hybrid,Automatic,Un-Registered,White,Imported,1500 cc,Crossover,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-yaris-cross-2021-for-sale-in-multan-8729642,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Toyota Yaris cross 2021 ModelFresh Cleared April 2024.With verifiable Auction Sheet .Total Genuine .1500 Watts emergency power Supply & for camping Apple CarPlay and Android Auto Electric driver Seat. Adaptive cruise Control.Steering Assist Lane Assist .Rear Traffic Alert .Tyres health 100%Outstanding fuel average 28-32Dash Cam  & Back  View Recorder Blind spot Monitor Heated seatsBrake holdTwo Meter Display Options , Digital and Analog 3 Drive ModeAuto high beamTraction Control360 CameraVery good ground clearance, best for City and off-road. No work done, 100 %Total Genuine.Price is almost final please don’t waste time in fool offers.

"
Suzuki Margalla GLX 1996,PKR 5.75 lacs,multan," Dunya Pur Road, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957068.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957077.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957065.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957064.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957057.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957056.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957059.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957046.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957069.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957070.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957071.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957073.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957076.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957079.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957086.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957091.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957098.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102957102.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1996
","85,000 km",Petrol,Manual,Sindh,White,Local,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-margalla-1996-for-sale-in-multan-8821313,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player']","
  Suzuki marghala 1996 model...petrol...cng kit with salandar......new engine bhr sa shawar or andar sa jeninion....new tyre alyrim.... bilkul ok ....whatsapp numbe.575000... location Multan......sindh number....all documents paper 2024 clear Original return file is available . After Market Alloy rims. Owned by Army Officer. 100% original . Engine was overhauled completely . Brand new tires installed. Never got into accident. Original book is available as well. All token taxes are paid to date. Looking to sell the car urgently.
    
"
Toyota Corolla GLi 1.3 VVTi 2017,PKR 33.5 lacs,multan," Mujahid Town, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956807.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956809.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956819.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956824.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956810.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956808.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956825.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956823.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956818.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956812.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956813.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956817.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956815.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956820.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956816.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956821.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956814.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2017-102956822.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","115,000 km",Petrol,Manual,Lahore,Grey Graphite,Local,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-multan-8821311,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  2016 dec invoice 2017 registered Home used first owner carRoof piller diggi genuine in paint rest just showered due to small scratches Inner total genuine and seal to sealTyres brand new installed Engine and suspension 10/10. Just buy and drive Orignal documents ,number plates  are also available 
    
"
