title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Suzuki Cultus EURO II 2013,PKR 14.25 lacs,rawalpindi, Rawalpindi Punjab,"['https://cache2.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575754.webp', 'https://cache2.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575753.webp', 'https://cache2.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575777.webp', 'https://cache4.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575789.webp', 'https://cache3.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575788.webp', 'https://cache3.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575796.webp', 'https://cache2.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575776.webp', 'https://cache1.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575771.webp', 'https://cache2.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575793.webp', 'https://cache1.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575779.webp', 'https://cache4.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575795.webp', 'https://cache2.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575792.webp', 'https://cache2.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575797.webp', 'https://cache1.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575799.webp', 'https://cache1.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575794.webp', 'https://cache3.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575800.webp', 'https://cache1.pakwheels.com/ad_pictures/1025/suzuki-cultus-vxri-euro-ii-2013-102575801.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","64,000 km",Petrol,Manual,Karachi,Grey,Local,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-cultus-2013-for-sale-in-rawalpindi-8791830,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player']","
  Original book of this car is also available. Price is slightly negotiable. Engine is good condition . All token taxes are paid to date. Looking to sell the car urgently. Never got into accident. New tires installed recently . Just like a Zero Meter car. Complete original file is availble . Driven on petrol throughout . Fully maintained through authorized dealership. The car was in the use of an Army Officer.
    
"
Suzuki Wagon R FX 2014,PKR 23 lacs,rawalpindi," Murree Road, Rawalpindi Punjab","['https://cache3.pakwheels.com/ad_pictures/1021/suzuki-wagon-r-fx-2-2014-102171550.webp', 'https://cache3.pakwheels.com/ad_pictures/1021/suzuki-wagon-r-fx-2-2014-102171553.webp', 'https://cache2.pakwheels.com/ad_pictures/1021/suzuki-wagon-r-fx-2-2014-102171551.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/suzuki-wagon-r-fx-2-2014-102171552.webp', 'https://cache4.pakwheels.com/ad_pictures/1021/suzuki-wagon-r-fx-2-2014-102171554.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2014
","217,000 km",Petrol,Automatic,Islamabad,Fiz Blue Pearl Metallic,Imported,660 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2014-for-sale-in-rawalpindi-8760943,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  After Market Alloy rims. All token taxes are paid for life . In showroom condition. Paint touchups in a few places. New tires installed recently . Never got into accident. Price is slightly negotiable. All token taxes are paid to date.
    
"
Honda Civic Oriel 1.8 i-VTEC CVT 2019,PKR 60.75 lacs,rawalpindi," Satellite Town, Rawalpindi Punjab","['https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972963.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972961.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972958.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972957.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972962.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972965.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972959.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972960.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972966.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972970.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972967.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972968.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972969.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972971.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972964.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2019-102972972.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","37,000 km",Petrol,Automatic,Islamabad,Taffeta White,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-rawalpindi-8822642,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Immaculate conditionBumper to bumper genuineEnd 2019 ModelOriginal UGExtra leather seat covers installedBrand New YOKOHAMA BLUEARTH installedScratchless conditionFamily used carMechanically perfectAll lubricants recently changedUntouch spareEngine room 100% perfectA gift for Honda LoversOnly serious buyers contact.
    
"
Toyota Corolla Altis Grande CVT-i 1.8 2018,PKR 55.5 lacs,rawalpindi," Bahria Town (Phase 7 - 8), Rawalpindi Punjab","['https://cache3.pakwheels.com/ad_pictures/1007/toyota-corolla-altis-1-8-grande-automatic-2018-100714829.webp', 'https://cache3.pakwheels.com/ad_pictures/1007/toyota-corolla-altis-1-8-grande-automatic-2018-100714821.webp', 'https://cache3.pakwheels.com/ad_pictures/1007/toyota-corolla-altis-1-8-grande-automatic-2018-100714828.webp', 'https://cache2.pakwheels.com/ad_pictures/1007/toyota-corolla-altis-1-8-grande-automatic-2018-100714823.webp', 'https://cache1.pakwheels.com/ad_pictures/1007/toyota-corolla-altis-1-8-grande-automatic-2018-100714826.webp', 'https://cache4.pakwheels.com/ad_pictures/1007/toyota-corolla-altis-1-8-grande-automatic-2018-100714835.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2018-102976742.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2018-102976743.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2018-102990803.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-altis-1-8-grande-automatic-2018-102990804.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
",123 km,Petrol,Automatic,Islamabad,White,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-rawalpindi-8657682,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  toyota altis grandy 2018 total genuine scratchless very new condition antique piec
    
"
Nissan Roox 2016,PKR 24.8 lacs,rawalpindi," PWD Colony, Rawalpindi Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/nissan-roox-2016-102968983.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/nissan-roox-2016-102968991.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/nissan-roox-2016-102968990.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/nissan-roox-2016-102968987.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/nissan-roox-2016-102968989.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/nissan-roox-2016-102968988.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/nissan-roox-2016-102968985.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/nissan-roox-2016-102968986.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","93,000 km",Petrol,Automatic,Lahore,Burgundy,Imported,660 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/nissan-roox-2016-for-sale-in-rawalpindi-8822325,['not listed'],"
  nissan rox 2016 model 2018 import nd registered
    
"
Toyota Prius G Touring Selection Leather Package 1.5 2007,PKR 30 lacs,rawalpindi," Satellite Town, Rawalpindi Punjab","['https://cache3.pakwheels.com/ad_pictures/1025/toyota-prius-g-touring-selection-leather-package-1-5-2007-102503997.webp', 'https://cache3.pakwheels.com/ad_pictures/1025/toyota-prius-g-touring-selection-leather-package-1-5-2007-102504000.webp', 'https://cache3.pakwheels.com/ad_pictures/1025/toyota-prius-g-touring-selection-leather-package-1-5-2007-102503998.webp', 'https://cache3.pakwheels.com/ad_pictures/1025/toyota-prius-g-touring-selection-leather-package-1-5-2007-102503996.webp', 'https://cache1.pakwheels.com/ad_pictures/1025/toyota-prius-g-touring-selection-leather-package-1-5-2007-102503999.webp', 'https://cache2.pakwheels.com/ad_pictures/1025/toyota-prius-g-touring-selection-leather-package-1-5-2007-102504002.webp', 'https://cache1.pakwheels.com/ad_pictures/1025/toyota-prius-g-touring-selection-leather-package-1-5-2007-102504001.webp', 'https://cache3.pakwheels.com/ad_pictures/1025/toyota-prius-g-touring-selection-leather-package-1-5-2007-102504005.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","300,000 km",Hybrid,Automatic,Islamabad,Silver,Imported,1500 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-prius-2007-for-sale-in-rawalpindi-8786307,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Toyota Prius2007/13Auto parking Multimedia steering Hid silver300,000 kmsIsb registered Price 30 lacs
    
"
Toyota Yaris ATIV X CVT 1.5 2021,PKR 45.8 lacs,rawalpindi," Bahria Town Rawalpindi, Rawalpindi Punjab","['https://cache3.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467602.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467604.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467603.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467600.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467599.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467601.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467598.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467597.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467605.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-yaris-ativ-x-cvt-1-5-2021-102467606.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","35,000 km",Petrol,Automatic,Islamabad,Attitude Black,Local,1500 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-rawalpindi-8783592,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  1st owner toyota yaris ativ x 1.5 cvt-itoyota g.t maintained total genuine
    
"
Toyota Corolla GLi 1.3 VVTi 2011,PKR 30 lacs,rawalpindi," Mall Road, Rawalpindi Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2011-102964353.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2011-102964356.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2011-102964352.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2011-102964354.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2011-102964357.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2011-102964355.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2011-102964351.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2011-102964367.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2011
","140,000 km",Petrol,Manual,Lahore,Silver,Local,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-rawalpindi-8821908,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  It's First owner govt official car.  Single handedly driven. Immaculate condition . Minor shower on sides. No potien , no accident. All seals intact. Not a penny work required. Just buy and drive.
    
"
Honda N Wgn G 2020,PKR 36 lacs,rawalpindi, Rawalpindi Punjab,"['https://cache3.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809479.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809480.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809482.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809487.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809489.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809491.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809492.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809493.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809494.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809495.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809496.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809497.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809500.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809501.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809502.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809508.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809509.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809511.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809512.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809514.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-n-wgn-g-52-2020-102809521.webp']","2020
","20,619 km",Petrol,Automatic,Un-Registered,Pearl White,Imported,660 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-n-wgn-2020-for-sale-in-rawalpindi-8810318,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  2023 end import.For more details contact...
    
"
Suzuki Mehran VXR Euro II 2016,PKR 8.8 lacs,rawalpindi, Rawalpindi Punjab,"['https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963792.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963787.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963790.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963791.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963793.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963795.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963789.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963788.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963800.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963801.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963798.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963802.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963799.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963794.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2016-102963797.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","34,000 km",Petrol,Manual,Islamabad,Solid White,Local,796 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-rawalpindi-8821825,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Immobilizer Key']","
  - Only Whatsapp Please - Suzuki Mehran VXR  2016 - First owner- Female Dr used - No paint no shower no touching- bumper to bumper original- Engine Suspension Ok - All Documents Original - Full Ok - Selling Reason Shifting In Abroad- Only Whatsapp Please Very Very Very Very Urgent For Sale
    
"
Honda Civic Oriel 1.8 i-VTEC CVT 2016,PKR 48.75 lacs,rawalpindi," Askari-14, Rawalpindi Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986069.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986070.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986071.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986072.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986073.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986074.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986075.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986076.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986077.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986078.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2016-102986079.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","73,000 km",Petrol,Automatic,Islamabad,Taffeta White,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-rawalpindi-8823632,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Climate Control', ' Cruise Control', ' Front Speakers', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear AC Vents', ' Rear Camera', ' Rear Speakers', ' Steering Switches', ' Sun Roof', ' USB and Auxillary Cable']","
  Assalam o Alaikum3rd Owner2016 End Model and 2017 registeredInside out fully originalIslamabad Registered with 2 Digit number (36)Smart card with 2 originals keys AvailableEverything is in good condition and mentained Bring your Experts for your Satisfaction only Serious buyers contact me. 
    
"
Toyota Corolla XLi VVTi 2015,PKR 35.75 lacs,rawalpindi," Bahria Town Rawalpindi, Rawalpindi Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2015-102971932.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2015-102971936.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2015-102971934.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2015-102971935.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2015-102971933.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2015
","123,456 km",Petrol,Manual,Punjab,White,Local,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-rawalpindi-8822562,"[' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Immobilizer Key', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  2015 model xli convert Gli out class condition body almost genuine expected one piece uplifted to 2018 .new tyer new rim 528 .. In showroom condition.
    
"
Hyundai Santro Club 2004,PKR 9 lacs,rawalpindi," PAF Residential Area, Rawalpindi Punjab","['https://cache1.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971683.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971692.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971687.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971685.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971689.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971690.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971684.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971686.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971693.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/hyundai-santro-club-2-2004-102971691.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2004
","999,999 km",Petrol,Manual,Islamabad,Grey,Imported,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/hyundai-santro-2004-for-sale-in-rawalpindi-8822565,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Cassette Player', ' Power Steering']","
  Interior totally genion & seal by seal outer showered .power steerig & alloy rims. chill AC with duet compressor. PAF Jinnah camp band khanna road rawal pindi. After Market Alloy rims. Smart card & biometric available.
    
"
Suzuki Cultus VXL 2021,PKR 36.5 lacs,rawalpindi," Harley Street, Rawalpindi Punjab","['https://cache3.pakwheels.com/ad_pictures/1010/suzuki-cultus-vxl-2-2021-101016646.webp', 'https://cache4.pakwheels.com/ad_pictures/1010/suzuki-cultus-vxl-2-2021-101016648.webp', 'https://cache2.pakwheels.com/ad_pictures/1010/suzuki-cultus-vxl-2-2021-101016649.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/suzuki-cultus-vxl-2-2021-101016653.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/suzuki-cultus-vxl-2-2021-101016647.webp', 'https://cache4.pakwheels.com/ad_pictures/1010/suzuki-cultus-vxl-2-2021-101016650.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/suzuki-cultus-vxl-2-2021-101016652.webp', 'https://cache4.pakwheels.com/ad_pictures/1010/suzuki-cultus-vxl-2-2021-101016654.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","8,000 km",Petrol,Manual,Islamabad,White,Local,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-cultus-2021-for-sale-in-rawalpindi-8678810,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Islamabad 2 digit numberVery low mileage Spoiler installedShowroom condtition Inside out fully original. Just like a Zero Meter car.
    
"
